age,workclass,fnlwgt,education,education_num,name,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
40,Private,174515,HS-grad,9,x033630657,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
28,Self-emp-not-inc,183523,HS-grad,9,x483225302,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Hungary,0
44,Private,175943,Bachelors,13,x645240333,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,0
19,Private,271446,Some-college,10,x697233162,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,0
45,Private,223319,Some-college,10,x454449453,Divorced,Sales,Own-child,White,Male,0,0,45,United-States,0
44,Local-gov,135056,Masters,14,x890019526,Divorced,Prof-specialty,Unmarried,White,Female,0,0,16,NA,0
24,Private,190709,Some-college,10,x048868221,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,0
41,Private,149102,HS-grad,9,x800133404,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Poland,0
20,Private,54012,HS-grad,9,x355566562,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
49,Private,239865,11th,7,x425917136,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
55,Private,106498,10th,6,x682324350,Widowed,Transport-moving,Not-in-family,Black,Female,0,0,35,United-States,0
29,Self-emp-not-inc,212895,Some-college,10,x828212907,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,48,United-States,0
55,Self-emp-not-inc,53566,Doctorate,16,x436734569,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,0
24,Private,204653,Some-college,10,x480004372,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
39,Federal-gov,290321,Assoc-voc,11,x444148084,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
30,Private,103642,11th,7,x363329702,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
58,Private,371064,HS-grad,9,x579375968,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,0
43,Private,247880,HS-grad,9,x132708110,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
28,Private,22422,HS-grad,9,x660185999,Never-married,Transport-moving,Unmarried,White,Male,0,0,55,United-States,0
35,Private,224889,Bachelors,13,x743398269,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
21,Private,152246,Some-college,10,x914482016,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,0
47,Self-emp-inc,119471,7th-8th,4,x993910144,Never-married,Craft-repair,Not-in-family,Other,Male,0,0,40,NA,0
19,Private,168693,HS-grad,9,x526366397,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,0
43,Private,117728,HS-grad,9,x250667076,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,0
27,Federal-gov,46442,Bachelors,13,x120420450,Never-married,Protective-serv,Not-in-family,White,Female,0,0,35,United-States,0
41,Private,197093,Some-college,10,x857166288,Never-married,Other-service,Not-in-family,Black,Male,0,0,20,United-States,0
27,Local-gov,105830,Bachelors,13,x571492170,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,0
38,Private,220783,HS-grad,9,x131972473,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States,0
25,NA,239120,Bachelors,13,x560750764,Never-married,NA,Not-in-family,White,Male,0,0,13,United-States,0
46,Private,174995,HS-grad,9,x572170684,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,0
24,State-gov,289909,Some-college,10,x960339038,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
40,Local-gov,95639,HS-grad,9,x860712716,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
33,Private,301867,Some-college,10,x923483911,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,35,United-States,0
23,Private,180339,Assoc-acdm,12,x821703876,Never-married,Sales,Own-child,White,Female,0,0,65,United-States,0
41,NA,29115,Some-college,10,x402435127,Widowed,NA,Not-in-family,White,Female,0,0,20,United-States,0
28,Private,125321,HS-grad,9,x585939848,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
37,Private,224947,Assoc-voc,11,x449541507,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
18,Private,205004,Some-college,10,x930084538,Never-married,Other-service,Own-child,White,Male,0,0,26,United-States,0
31,Private,121768,Assoc-acdm,12,x676009710,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,Poland,0
22,Private,124454,Some-college,10,x295748360,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,0
17,Private,207791,10th,6,x109894162,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
21,Private,189013,Some-college,10,x646419930,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,0
43,Private,234220,HS-grad,9,x792779224,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,40,Cuba,0
69,Local-gov,286983,Some-college,10,x011210917,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
33,State-gov,108116,HS-grad,9,x159519212,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
22,Private,304602,HS-grad,9,x268700430,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
23,Private,291011,HS-grad,9,x757127200,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
51,Private,249339,HS-grad,9,x788652929,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23,Private,393248,Some-college,10,x812529060,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
38,Private,279315,HS-grad,9,x371657811,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,0
21,Private,147655,HS-grad,9,x301945115,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,0
41,Private,247082,HS-grad,9,x543077426,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
36,Local-gov,293358,Some-college,10,x816598711,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,48,United-States,0
35,Private,139086,HS-grad,9,x987713631,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
50,Private,275181,5th-6th,3,x291646796,Divorced,Other-service,Not-in-family,White,Male,0,0,37,Cuba,0
35,Private,36989,HS-grad,9,x541664586,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
49,Private,187563,Some-college,10,x177671013,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
56,Private,91545,10th,6,x635120957,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,36,United-States,0
26,Local-gov,216522,Bachelors,13,x737113473,Never-married,Prof-specialty,Own-child,Black,Female,0,0,42,United-States,0
17,NA,104025,11th,7,x398656831,Never-married,NA,Own-child,White,Male,0,0,18,United-States,0
31,Private,303851,HS-grad,9,x691636539,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0
27,Private,155057,HS-grad,9,x246075254,Never-married,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,0
32,Private,174789,HS-grad,9,x454792309,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0
24,Private,111445,HS-grad,9,x481422534,Never-married,Sales,Not-in-family,White,Male,0,0,38,United-States,0
22,Local-gov,244408,Some-college,10,x372262192,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Vietnam,0
64,Self-emp-not-inc,30664,Assoc-voc,11,x705827138,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,0
25,Private,66935,Bachelors,13,x265192128,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,0
44,Self-emp-not-inc,445382,Some-college,10,x627882834,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,0
26,Private,40915,Bachelors,13,x810786245,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,0
59,NA,556688,9th,5,x523199555,Divorced,NA,Not-in-family,White,Female,0,0,12,United-States,0
31,Private,62374,HS-grad,9,x479224452,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
72,NA,114761,7th-8th,4,x684481808,Widowed,NA,Unmarried,White,Female,0,0,20,United-States,0
31,Private,291702,HS-grad,9,x523164553,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
45,Private,129387,Assoc-acdm,12,x393894082,Divorced,Tech-support,Unmarried,White,Female,0,0,40,NA,0
23,Private,120046,Assoc-acdm,12,x735479563,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
20,Private,58222,Some-college,10,x710552118,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
55,Private,157932,HS-grad,9,x595394508,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
37,Private,50837,7th-8th,4,x309710510,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
23,Private,314539,HS-grad,9,x414771360,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
39,Federal-gov,255407,HS-grad,9,x247907114,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
43,State-gov,115005,HS-grad,9,x439719624,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
19,Private,63918,Some-college,10,x461012802,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
33,Local-gov,368675,Some-college,10,x261165804,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
33,Private,116508,10th,6,x036743251,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
40,NA,224361,9th,5,x784307956,Divorced,NA,Unmarried,White,Female,0,0,5,Cuba,0
39,Private,97136,HS-grad,9,x707221682,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
19,Self-emp-inc,164658,Some-college,10,x093666247,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,0
39,Self-emp-inc,222641,Bachelors,13,x465710739,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
90,Private,313749,Bachelors,13,x479195193,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,0
70,Private,206232,10th,6,x287801431,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0
28,Private,246974,HS-grad,9,x241941911,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
37,Private,179671,HS-grad,9,x857956513,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
57,NA,176897,HS-grad,9,x633395547,Married-civ-spouse,NA,Husband,White,Male,0,0,60,United-States,0
26,Private,201481,Bachelors,13,x750494337,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
24,Private,151443,HS-grad,9,x845986154,Never-married,Machine-op-inspct,Other-relative,Black,Female,0,0,30,United-States,0
68,Self-emp-not-inc,89011,Doctorate,16,x642065045,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Canada,0
80,NA,172826,HS-grad,9,x677419474,Married-civ-spouse,NA,Husband,White,Male,0,0,8,United-States,0
63,Private,100099,9th,5,x233916340,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
38,Private,405284,Bachelors,13,x970191890,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,0
33,Private,268147,9th,5,x482977492,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,0
23,Private,157951,Some-college,10,x176792378,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0
17,Private,19752,11th,7,x957974330,Never-married,Other-service,Own-child,Black,Female,0,0,25,United-States,0
37,Private,103925,HS-grad,9,x971607337,Widowed,Adm-clerical,Unmarried,White,Female,0,0,68,United-States,0
31,Private,217460,HS-grad,9,x578900256,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,0
63,Self-emp-not-inc,52144,Some-college,10,x342055873,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,35,United-States,0
45,Private,183092,Assoc-acdm,12,x945762334,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
21,Private,240063,Some-college,10,x850979966,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,0
32,Local-gov,84119,HS-grad,9,x993409208,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
37,Self-emp-not-inc,29054,Assoc-voc,11,x576356959,Never-married,Farming-fishing,Own-child,White,Male,0,0,84,United-States,0
26,Private,162302,Some-college,10,x927610390,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Philippines,0
60,NA,41517,11th,7,x875264234,Married-spouse-absent,NA,Unmarried,Black,Female,0,0,20,United-States,0
26,Private,194352,Bachelors,13,x370430196,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,0
19,NA,234519,Some-college,10,x597974019,Never-married,NA,Own-child,White,Male,0,0,35,United-States,0
23,Private,80680,Some-college,10,x528384988,Married-civ-spouse,Sales,Own-child,White,Female,0,0,16,United-States,0
25,Local-gov,176616,HS-grad,9,x379913389,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
21,Private,383603,10th,6,x970411462,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
34,Private,226629,HS-grad,9,x516620745,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Mexico,0
43,Private,299197,Some-college,10,x572271963,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
37,Private,149297,HS-grad,9,x314946600,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,30,United-States,0
34,Private,24529,HS-grad,9,x701576671,Widowed,Adm-clerical,Unmarried,White,Male,0,0,15,United-States,0
41,Private,343944,11th,7,x768836905,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,0
24,Private,214555,Some-college,10,x147705192,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
36,Local-gov,578377,Masters,14,x428904273,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,0
35,Private,153535,HS-grad,9,x588652550,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,36,United-States,0
36,Federal-gov,359249,Some-college,10,x774281467,Separated,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,0
26,Private,130931,HS-grad,9,x601970007,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0
48,Private,105138,HS-grad,9,x077407956,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,0
55,Private,284095,HS-grad,9,x521097554,Divorced,Sales,Not-in-family,White,Female,0,0,37,United-States,0
46,State-gov,314770,Some-college,10,x352915305,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States,0
47,Private,151087,HS-grad,9,x689002533,Separated,Prof-specialty,Other-relative,Other,Female,0,0,40,Puerto-Rico,0
58,NA,37591,Bachelors,13,x061922648,Widowed,NA,Not-in-family,White,Female,0,0,40,United-States,0
44,Federal-gov,218062,Some-college,10,x585524584,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
29,Private,150717,Assoc-voc,11,x907853996,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
37,Private,335716,HS-grad,9,x944808915,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,0
24,Private,240137,1st-4th,2,x623462182,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,Mexico,0
39,Private,80004,HS-grad,9,x766863173,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
46,Private,206889,Bachelors,13,x276659692,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,0
31,Local-gov,33124,Bachelors,13,x632638285,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
56,Private,659558,12th,8,x016728023,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
44,Private,118550,HS-grad,9,x402266918,Divorced,Other-service,Unmarried,White,Female,0,0,33,United-States,0
27,Private,40295,HS-grad,9,x646847352,Never-married,Transport-moving,Not-in-family,White,Male,0,0,99,United-States,0
19,Private,238474,Some-college,10,x645893187,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,0
40,Private,149466,HS-grad,9,x958098648,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,35,United-States,0
47,Private,97176,HS-grad,9,x840922815,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
27,Private,145284,HS-grad,9,x281313420,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
23,Local-gov,314819,HS-grad,9,x583518162,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0
83,Self-emp-inc,272248,HS-grad,9,x234770332,Divorced,Sales,Not-in-family,White,Male,0,0,20,United-States,0
28,Private,107411,HS-grad,9,x563538151,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
29,Private,106179,Bachelors,13,x385923885,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,Canada,0
52,Local-gov,255927,Some-college,10,x868477576,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,24,United-States,0
18,Self-emp-not-inc,207438,HS-grad,9,x538212908,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,0
19,Self-emp-not-inc,67929,Some-college,10,x891216347,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,0
23,Federal-gov,41356,Assoc-acdm,12,x005214831,Never-married,Exec-managerial,Unmarried,White,Female,0,0,32,United-States,0
35,NA,98989,9th,5,x644394816,Divorced,NA,Own-child,Amer-Indian-Eskimo,Male,0,0,38,United-States,0
35,NA,202683,Bachelors,13,x891864709,Never-married,NA,Not-in-family,White,Male,0,0,40,United-States,0
29,Private,251694,Bachelors,13,x677378580,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,0
22,Private,268145,Bachelors,13,x818847229,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
53,Private,133436,7th-8th,4,x684077750,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
39,Private,258037,Masters,14,x586845746,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,NA,0
49,Self-emp-not-inc,173411,HS-grad,9,x291163808,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,0
21,NA,415913,Some-college,10,x721608533,Never-married,NA,Own-child,White,Male,0,0,40,United-States,0
21,Private,400635,Some-college,10,x987498563,Never-married,Other-service,Not-in-family,White,Female,0,0,20,NA,0
18,Private,92112,HS-grad,9,x029120184,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0
62,Local-gov,136787,HS-grad,9,x751359746,Divorced,Transport-moving,Other-relative,White,Male,0,0,40,United-States,0
37,Private,34180,HS-grad,9,x635370636,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23,Private,259109,Assoc-acdm,12,x636685216,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Puerto-Rico,0
26,Private,322547,Bachelors,13,x065657225,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
28,Private,232782,Some-college,10,x496920375,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
43,Private,164693,Assoc-voc,11,x115767358,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
45,Private,116360,HS-grad,9,x708505154,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,United-States,0
44,Local-gov,124924,Assoc-voc,11,x307198064,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,0
46,Private,109227,Some-college,10,x201472179,Divorced,Exec-managerial,Unmarried,White,Female,0,0,70,United-States,0
39,Self-emp-inc,163057,Some-college,10,x500947546,Divorced,Craft-repair,Not-in-family,White,Male,0,0,99,United-States,0
43,Local-gov,105896,Some-college,10,x207302188,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States,0
31,Private,139753,Bachelors,13,x482859544,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
22,Private,116800,Assoc-acdm,12,x936745464,Never-married,Protective-serv,Own-child,White,Male,0,0,60,United-States,0
21,State-gov,99199,Some-college,10,x419399337,Never-married,Exec-managerial,Own-child,White,Male,0,0,10,United-States,0
44,Local-gov,100479,Assoc-acdm,12,x899846933,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,0
48,Local-gov,81154,Assoc-voc,11,x420920917,Never-married,Protective-serv,Unmarried,White,Male,0,0,48,United-States,0
26,State-gov,34965,Some-college,10,x826317743,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,12,United-States,0
38,Private,218729,HS-grad,9,x033648223,Divorced,Other-service,Not-in-family,White,Female,0,0,25,United-States,0
36,Private,114059,Bachelors,13,x482007504,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
46,Federal-gov,46537,Masters,14,x152144890,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
76,NA,191024,Bachelors,13,x651713336,Married-civ-spouse,NA,Husband,White,Male,0,0,30,United-States,0
45,Private,140581,Some-college,10,x432534339,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
50,Private,174102,HS-grad,9,x105443208,Divorced,Craft-repair,Own-child,White,Male,0,0,40,Puerto-Rico,0
25,Local-gov,244408,Bachelors,13,x332520951,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,0
46,Private,194431,HS-grad,9,x582118449,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,0
64,NA,50171,HS-grad,9,x385186736,Married-civ-spouse,NA,Husband,White,Male,0,0,10,United-States,0
39,Private,51264,11th,7,x965617718,Divorced,Other-service,Own-child,White,Male,0,0,40,United-States,0
28,Self-emp-not-inc,51461,HS-grad,9,x840988235,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
44,Private,98466,10th,6,x854629606,Never-married,Farming-fishing,Unmarried,White,Male,0,0,35,United-States,0
33,Private,171215,Masters,14,x757950865,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
30,State-gov,190385,Some-college,10,x449278216,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,0
52,Private,343440,Some-college,10,x302000260,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
33,Private,243674,HS-grad,9,x833020409,Separated,Tech-support,Not-in-family,White,Male,0,0,46,United-States,0
31,Private,94235,Bachelors,13,x533178162,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,0
38,Private,260997,Some-college,10,x701377213,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
39,Private,147258,10th,6,x296517336,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
18,Private,338632,11th,7,x248066923,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,0
24,Local-gov,111450,10th,6,x090804493,Never-married,Craft-repair,Unmarried,Black,Male,0,0,65,Haiti,0
66,Private,151793,7th-8th,4,x960152864,Widowed,Other-service,Not-in-family,Black,Female,0,0,10,United-States,0
34,Local-gov,22641,HS-grad,9,x712423967,Never-married,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
35,Private,126675,HS-grad,9,x594181567,Divorced,Craft-repair,Not-in-family,White,Male,0,0,46,NA,0
29,Private,46609,10th,6,x613977454,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,NA,0
53,Private,189511,HS-grad,9,x348027473,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
31,Private,147654,HS-grad,9,x182577502,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
45,Private,287190,Assoc-acdm,12,x607560648,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,35,United-States,0
31,Private,111363,Bachelors,13,x365812175,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
21,Private,82497,Some-college,10,x957036043,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
20,State-gov,178628,Some-college,10,x592998109,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0
58,Private,196643,HS-grad,9,x031377601,Divorced,Sales,Not-in-family,White,Female,0,0,15,United-States,0
32,Private,156464,HS-grad,9,x581795170,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
31,Private,168521,Bachelors,13,x198344081,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
21,Private,353628,10th,6,x974355456,Separated,Sales,Unmarried,Black,Female,0,0,38,United-States,0
31,Private,272069,Assoc-voc,11,x228332441,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
23,Private,99543,12th,8,x346225279,Never-married,Transport-moving,Not-in-family,White,Male,0,0,46,United-States,0
39,Private,119272,10th,6,x231743134,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
26,Private,154785,Some-college,10,x344688088,Married-spouse-absent,Adm-clerical,Own-child,Other,Female,0,0,35,United-States,0
22,Private,46561,Assoc-voc,11,x783750977,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
44,Local-gov,145522,Masters,14,x299596541,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
36,Private,374983,11th,7,x340414410,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
63,Private,205246,HS-grad,9,x455224744,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
72,NA,201375,Assoc-acdm,12,x219877288,Widowed,NA,Not-in-family,White,Female,0,0,40,United-States,0
18,Private,276540,12th,8,x677689371,Never-married,Sales,Own-child,Black,Female,0,0,15,United-States,0
43,NA,35523,Assoc-acdm,12,x274100063,Divorced,NA,Not-in-family,White,Female,0,0,35,United-States,0
40,Private,105936,Bachelors,13,x527098628,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
42,Private,178074,HS-grad,9,x428769739,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
30,Private,189759,Bachelors,13,x138900465,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
24,Private,258298,Assoc-voc,11,x998288508,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,0
38,Self-emp-not-inc,151322,HS-grad,9,x873160164,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
38,Private,107125,Some-college,10,x340487562,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,0
22,Private,153516,Bachelors,,x798583981,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
62,Self-emp-not-inc,39630,HS-grad,,x575915504,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,0
24,NA,114292,9th,,x492697573,Never-married,NA,Own-child,White,Male,0,0,40,United-States,0
35,Private,183892,10th,6,x523587029,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
46,Private,70754,7th-8th,4,x621411858,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,0
23,Private,109307,Assoc-voc,11,x624874819,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0
23,Private,344278,Some-college,10,x606145614,Divorced,Exec-managerial,Unmarried,White,Female,0,0,25,United-States,0
25,Private,71351,1st-4th,2,x722550643,Never-married,Other-service,Other-relative,White,Male,0,0,25,El-Salvador,0
